ID	Word	Lemma	POS	Extra	Features	HeadPosition	Relation	_	Else
556	ничего	ничто	PRON	_	Case=Gen	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#244.43#244.914
557	такого	такой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#244.914#245.398
558	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#245.398#245.882
559	и	и	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#245.882#246.366
560	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#246.366#246.85
561	реакция	реакция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#246.85#247.334
562	у	у	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#247.334#247.818
563	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#247.818#248.302
564	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#248.302#248.786
565	поддержка	поддержка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#248.786#249.281
566	ааа	ааа	INTJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#249.937#250.277
567	ну	ну	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#250.277#250.617
568	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#250.617#250.957
569	политическая	политический	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#250.957#251.297
570	сатира	сатира	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#251.297#251.637
571	же	же	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#251.637#251.977
572	как	как	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#251.977#252.317
573	бы	бы	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#252.317#252.657
574	и	и	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#252.657#252.997
575	видео	видео	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#252.997#253.337
576	и	и	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#253.337#253.677
577	текст	текст	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#253.677#254.017
578	и	и	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#254.017#254.357
579	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#254.357#254.697
580	опять	опять	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#254.697#255.037
581	повторюсь	повториться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#255.037#255.377
582	что	что	SCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#255.377#255.717
583	ничего	ничто	PRON	_	Case=Gen	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#255.717#256.057
584	нового	новый	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#256.057#256.397
585	не	не	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#256.397#256.737
586	сказано	сказать	VERB	_	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#256.737#257.077
587	просто	просто	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#257.077#257.417
588	сказано	сказать	VERB	_	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#257.417#257.757
589	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#257.757#258.097
590	то	тот	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#258.097#258.437
591	что	что	SCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#258.437#258.777
592	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#258.777#259.117
593	и	и	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#259.117#259.457
594	так	так	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#259.457#259.797
595	знают	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#259.797#260.137
596	но	но	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#260.137#260.477
597	вслух	вслух	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#260.477#260.817
598	почему-то	почему-то	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#260.817#261.157
599	боятся	бояться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#261.157#261.497
600	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#261.497#261.843
601	и	и	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#262.031#262.368
602	вот	вот	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#262.368#262.705
603	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#262.705#263.042
604	как	как	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#263.042#263.379
605	бы	бы	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#263.379#263.716
606	в	в	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#263.716#264.053
607	воздухе	воздух	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#264.053#264.39
608	оказалось	оказаться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#264.39#264.727
609	и	и	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#264.727#265.064
610	все	весь	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#265.064#265.401
611	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#265.401#265.738
612	подхватили	подхватить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#265.738#266.075
613	и	и	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#266.075#266.412
614	эээ	эээ	INTJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#266.412#266.75
615	это	этот	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#266.75#267.294
616	поколение	поколение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#267.294#267.838
617	наше	наш	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#267.838#268.382
618	которое	который	PRON	_	Case=Acc	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#268.382#268.926
619	не	не	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#268.926#269.47
620	смотрит	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#269.47#270.014
621	телек	телек	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#270.014#270.562
622	не	не	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#271.125#271.498
623	проглатывает	проглатывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#271.498#271.871
624	так	так	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#271.871#272.244
625	охотно	охотно	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#272.244#272.617
626	пропаганду	пропаганда	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#272.617#272.99
627	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#272.99#273.363
628	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#273.363#273.736
629	через	через	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#273.736#274.109
630	несколько	несколько	DET	_	Animacy=Inan|Case=Acc	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#274.109#274.482
631	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#274.482#274.855
632	пойдет	пойти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#274.855#275.228
633	на	на	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#275.228#275.601
634	выборы	выборы	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#275.601#275.974
635	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#275.974#276.347
636	решать	решать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#276.347#276.72
637	что	что	PRON	_	Case=Acc	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#276.72#277.093
638	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#277.093#277.466
639	со	с	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#277.466#277.839
640	страной	страна	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#277.839#278.212
641	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#278.212#278.585
642	и	и	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#278.585#278.958
643	это	это	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#278.958#279.331
644	же	же	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#279.331#279.704
645	сила	сила	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#279.704#280.077
646	и	и	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#280.077#280.45
647	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#280.45#280.823
648	неуправляема	неуправляемый	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#280.823#281.196
649	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#281.196#281.569
650	видимо	видимо	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#281.569#281.942
651	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#281.942#282.315
652	не	не	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#282.315#282.688
653	просто	просто	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#282.688#283.061
654	бесит	бесить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#283.061#283.434
655	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#283.434#283.807
656	настораживает	настораживать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#283.807#284.18
657	пугает	пугать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#284.18#284.553
658	власть	власть	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#284.553#284.926
659	что	что	SCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#284.926#285.299
660	с	с	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#285.299#285.672
661	этим	это	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#285.672#286.045
662	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#286.045#286.418
663	как	как	SCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#286.418#286.791
664	с	с	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#286.791#287.164
665	этим	это	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#287.164#287.537
666	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#287.537#287.91
667	как	как	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#287.91#288.283
668	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#288.283#288.656
669	пофиксить	пофиксить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#288.656#289.029
670	исправить	исправить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#289.029#289.437
671	и	и	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#290.281#290.619
672	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#290.619#290.957
673	вот	вот	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#290.957#291.295
674	такие	такой	DET	_	Case=Nom|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#291.295#291.633
675	вот	вот	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#291.633#291.971
676	придумывают	придумывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#291.971#292.309
677	варианты	вариант	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#292.309#292.647
678	решения	решение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#292.647#292.985
679	проблемы	проблема	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#292.985#293.323
680	как	как	SCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#293.323#293.661
681	им	они	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#293.661#293.999
682	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#293.999#294.343
683	Да	да	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#304.781#305.118
684	да	да	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#305.118#305.455
685	да	да	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#305.455#305.792
686	действительно	действительно	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#305.792#306.129
687	спасибо	спасибо	INTJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#306.129#306.466
688	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#306.466#306.803
689	спасибо	спасибо	INTJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#306.803#307.14
690	фсб	фсб	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#307.14#307.477
691	за	за	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#307.477#307.814
692	пиар	пиар	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#307.814#308.151
693	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#308.151#308.488
694	постоянно	постоянно	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#308.488#308.825
695	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#308.825#309.162
696	повторяем	повторять	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#309.162#309.499
697	везде	везде	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#309.499#309.836
698	потому	потому	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#309.836#310.173
699	что	что	SCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#310.173#310.51
700	действительно	действительно	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#310.51#310.847
701	у	у	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#310.847#311.184
702	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#311.184#311.521
703	прибавилась	прибавиться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#311.521#311.858
704	аудитория	аудитория	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#311.858#312.195
705	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#312.195#312.532
706	да	да	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#312.532#312.869
707	и	и	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#312.869#313.206
708	в	в	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#313.206#313.543
709	принципе	принцип	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#313.543#313.88
710	даже	даже	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#313.88#314.217
711	те	тот	DET	_	Case=Nom|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#314.217#314.554
712	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#314.554#314.891
713	которые	который	PRON	_	Case=Acc	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#314.891#315.228
714	смотрят	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#315.228#315.565
715	клип	клип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#315.565#315.902
716	слушают	слушать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#315.902#316.239
717	трек	трек	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#316.239#316.576
718	или	или	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#316.576#316.913
719	другую	другой	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#316.913#317.25
720	нашу	наш	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#317.25#317.587
721	музыку	музыка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#317.587#317.924
722	и	и	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#317.924#318.261
723	им	они	PRON	_	Case=Dat|Number=Plur|Person=3	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#318.261#318.598
724	не	не	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#318.598#318.935
725	нравится	нравиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#318.935#319.272
726	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#319.272#319.609
727	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#319.609#319.946
728	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#319.946#320.283
729	равно	равный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#320.283#320.62
730	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#320.62#320.957
731	сходятся	сходиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#320.957#321.294
732	на	на	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#321.294#321.631
733	той	тот	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#321.631#321.968
734	мысли	мысль	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#321.968#322.305
735	то	тот	DET	_	Gender=Neut	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#322.305#322.642
736	что	что	PRON	_	Case=Nom	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#322.642#322.979
737	ну	ну	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#322.979#323.316
738	это	это	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#323.316#323.653
739	безумие	безумие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#323.653#323.99
740	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#323.99#324.327
741	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#324.327#324.664
742	запрещать	запрещать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#324.664#325.001
